day,hour,n_gti_seg,gti_s,span_s,met_start,met_stop,n_posatt_files
2024-04-09,01,1,453.0,453.0,166326746.000,166327199.000,3
2024-04-09,02,1,3699.0,3699.0,166327100.000,166330799.000,3
2024-04-09,03,1,2874.0,2874.0,166330700.000,166333574.000,3
2024-04-10,03,1,2296.0,2296.0,166418503.000,166420799.000,3
2024-04-10,04,1,3699.0,3699.0,166420700.000,166424399.000,3
2024-04-10,05,1,1641.0,1641.0,166424300.000,166425941.000,3
2024-04-11,03,1,2177.0,2177.0,166505022.000,166507199.000,3
2024-04-11,04,1,3699.0,3699.0,166507100.000,166510799.000,3
2024-04-11,05,1,1976.0,1976.0,166510700.000,166512676.000,3
2024-04-12,03,1,1108.0,1108.0,166592491.000,166593599.000,3
2024-04-12,04,1,3699.0,3699.0,166593500.000,166597199.000,3
2024-04-12,05,1,2419.0,2419.0,166597100.000,166599519.000,3
2024-04-13,02,1,3393.0,3393.0,166673006.000,166676399.000,5
2024-04-13,03,1,3699.0,3699.0,166676300.000,166679999.000,5
2024-04-13,04,1,448.0,448.0,166679900.000,166680348.000,5
2024-04-13,22,1,368.0,368.0,166748031.000,166748399.000,5
2024-04-13,23,1,3699.0,3699.0,166748300.000,166751999.000,5
2024-04-14,00,1,3595.0,3595.0,166751900.000,166755495.000,4
2024-04-14,18,1,3207.0,3207.0,166817192.000,166820399.000,4
2024-04-14,19,2,3031.0,3699.0,166820300.000,166823999.000,4
2024-04-14,20,1,883.0,883.0,166823900.000,166824783.000,4
2024-04-15,13,1,2684.0,2684.0,166886115.000,166888799.000,3
2024-04-15,14,2,2429.0,3699.0,166888700.000,166892399.000,3
2024-04-15,15,1,1601.0,1601.0,166892300.000,166893901.000,3
2024-04-16,07,1,3488.0,3488.0,166950111.000,166953599.000,3
2024-04-16,08,1,3699.0,3699.0,166953500.000,166957199.000,3
2024-04-16,09,1,752.0,752.0,166957100.000,166957852.000,3
2024-04-17,02,1,2138.0,2138.0,167019861.000,167021999.000,3
2024-04-17,03,1,3699.0,3699.0,167021900.000,167025599.000,3
2024-04-17,04,1,1768.0,1768.0,167025500.000,167027268.000,3
2024-04-18,00,1,546.0,546.0,167100653.000,167101199.000,3
2024-04-18,01,1,3699.0,3699.0,167101100.000,167104799.000,3
2024-04-18,02,1,3328.0,3328.0,167104700.000,167108028.000,3
2024-04-19,00,1,338.0,338.0,167187261.000,167187599.000,3
2024-04-19,01,1,3699.0,3699.0,167187500.000,167191199.000,3
2024-04-19,02,1,3521.0,3521.0,167191100.000,167194621.000,3
2024-04-20,01,1,3450.0,3450.0,167274149.000,167277599.000,3
2024-04-20,02,1,3699.0,3699.0,167277500.000,167281199.000,3
2024-04-20,03,1,186.0,186.0,167281100.000,167281286.000,3
2024-04-21,05,1,74.0,74.0,167378325.000,167378399.000,3
2024-04-21,06,2,2712.0,3674.0,167378325.000,167381999.000,3
2024-04-21,07,1,3312.0,3312.0,167381900.000,167385212.000,3
2024-04-22,13,1,312.0,312.0,167493287.000,167493599.000,3
2024-04-22,14,1,3699.0,3699.0,167493500.000,167497199.000,3
2024-04-22,15,2,2625.0,3441.0,167497100.000,167500541.000,3
2024-04-24,02,1,346.0,346.0,167626453.000,167626799.000,3
2024-04-24,03,1,3699.0,3699.0,167626700.000,167630399.000,3
2024-04-24,04,1,3149.0,3149.0,167630300.000,167633449.000,3
2024-04-25,22,1,2661.0,2661.0,167782538.000,167785199.000,2
2024-04-25,23,1,3699.0,3699.0,167785100.000,167788799.000,2
2024-04-26,00,1,716.0,716.0,167788700.000,167789416.000,1
2024-04-27,22,1,1885.0,1885.0,167956114.000,167957999.000,2
2024-04-27,23,1,3699.0,3699.0,167957900.000,167961599.000,2
2024-04-28,00,1,1301.0,1301.0,167961500.000,167962801.000,1
2024-04-30,19,1,1936.0,1936.0,168204463.000,168206399.000,9
2024-04-30,20,1,3699.0,3699.0,168206300.000,168209999.000,9
2024-04-30,21,1,1350.0,1350.0,168209900.000,168211250.000,9
2024-05-25,00,2,2439.0,2962.0,170295037.000,170297999.000,3
2024-05-25,01,1,3699.0,3699.0,170297900.000,170301599.000,3
2024-05-25,02,1,446.0,446.0,170301500.000,170301946.000,3
2024-05-26,17,1,280.0,280.0,170445319.000,170445599.000,3
2024-05-26,18,1,3699.0,3699.0,170445500.000,170449199.000,3
2024-05-26,19,2,1980.0,3129.0,170449100.000,170452229.000,3
2024-05-28,03,1,1959.0,1959.0,170566040.000,170567999.000,3
2024-05-28,04,1,3699.0,3699.0,170567900.000,170571599.000,3
2024-05-28,05,1,2061.0,2061.0,170571500.000,170573561.000,3
2024-05-29,05,1,3520.0,3520.0,170658079.000,170661599.000,3
2024-05-29,06,1,3699.0,3699.0,170661500.000,170665199.000,3
2024-05-29,07,1,897.0,897.0,170665100.000,170665997.000,3
2024-05-30,03,1,1288.0,1288.0,170739511.000,170740799.000,3
2024-05-30,04,1,3699.0,3699.0,170740700.000,170744399.000,3
2024-05-30,05,1,2762.0,2762.0,170744300.000,170747062.000,3
2024-05-31,00,1,2178.0,2178.0,170814221.000,170816399.000,6
2024-05-31,01,1,3699.0,3699.0,170816300.000,170819999.000,6
2024-05-31,02,1,2322.0,2322.0,170819900.000,170822222.000,6
2024-05-31,18,1,2918.0,2918.0,170878281.000,170881199.000,6
2024-05-31,19,2,2887.0,3699.0,170881100.000,170884799.000,6
2024-05-31,20,1,1271.0,1271.0,170884700.000,170885971.000,6
2024-06-01,10,1,3204.0,3204.0,170935595.000,170938799.000,3
2024-06-01,11,2,2486.0,3699.0,170938700.000,170942399.000,3
2024-06-01,12,1,1441.0,1441.0,170942300.000,170943741.000,3
2024-06-02,03,1,1091.0,1091.0,170998908.000,170999999.000,7
2024-06-02,04,1,3699.0,3699.0,170999900.000,171003599.000,7
2024-06-02,05,1,3699.0,3699.0,171003500.000,171007199.000,7
2024-06-02,06,1,138.0,138.0,171007100.000,171007238.000,7
2024-06-02,21,1,1966.0,1966.0,171062833.000,171064799.000,7
2024-06-02,22,1,3699.0,3699.0,171064700.000,171068399.000,7
2024-06-02,23,1,2649.0,2649.0,171068300.000,171070949.000,7
2024-06-03,13,1,1746.0,1746.0,171120653.000,171122399.000,3
2024-06-03,14,1,2783.0,2783.0,171122300.000,171125083.000,3
2024-06-03,15,1,2250.0,2250.0,171126306.000,171128556.000,3
2024-06-04,05,1,1643.0,1643.0,171178356.000,171179999.000,4
2024-06-04,06,1,3699.0,3699.0,171179900.000,171183599.000,4
2024-06-04,07,1,3035.0,3035.0,171183500.000,171186535.000,4
2024-06-04,23,1,2472.0,2472.0,171242327.000,171244799.000,4
2024-06-05,00,1,3699.0,3699.0,171244700.000,171248399.000,6
2024-06-05,01,1,1937.0,1937.0,171248300.000,171250237.000,6
2024-06-05,16,1,51.0,51.0,171305948.000,171305999.000,6
2024-06-05,17,1,3651.0,3651.0,171305948.000,171309599.000,6
2024-06-05,18,2,3127.0,3699.0,171309500.000,171313199.000,6
2024-06-05,19,1,404.0,404.0,171313100.000,171313504.000,6
2024-06-06,09,1,2416.0,2416.0,171364347.000,171366763.000,3
2024-06-06,10,1,2706.0,2706.0,171368093.000,171370799.000,3
2024-06-06,11,1,949.0,949.0,171370700.000,171371649.000,3
2024-06-07,04,1,2455.0,2455.0,171433144.000,171435599.000,3
2024-06-07,05,1,3699.0,3699.0,171435500.000,171439199.000,3
2024-06-07,06,1,1641.0,1641.0,171439100.000,171440741.000,3
2024-06-08,01,1,2886.0,2886.0,171508313.000,171511199.000,4
2024-06-08,02,1,3699.0,3699.0,171511100.000,171514799.000,4
2024-06-08,03,1,998.0,998.0,171514700.000,171515698.000,4
2024-06-08,23,1,496.0,496.0,171589903.000,171590399.000,4
2024-06-09,00,1,3699.0,3699.0,171590300.000,171593999.000,2
2024-06-09,01,1,2747.0,2747.0,171593900.000,171596647.000,2
2024-06-10,01,1,2428.0,2428.0,171681571.000,171683999.000,3
2024-06-10,02,1,3699.0,3699.0,171683900.000,171687599.000,3
2024-06-10,03,1,1264.0,1264.0,171687500.000,171688764.000,3
2024-06-11,07,1,468.0,468.0,171791531.000,171791999.000,3
2024-06-11,08,2,2355.0,3699.0,171791900.000,171795599.000,3
2024-06-11,09,1,3006.0,3006.0,171795500.000,171798506.000,3
2024-06-13,03,2,2143.0,2773.0,171947626.000,171950399.000,8
2024-06-13,04,1,3699.0,3699.0,171950300.000,171953999.000,8
2024-06-13,05,1,434.0,434.0,171953900.000,171954334.000,8
2024-07-24,23,1,2224.0,2224.0,175562575.000,175564799.000,1
2024-07-25,00,1,3699.0,3699.0,175564700.000,175568399.000,5
2024-07-25,01,1,1993.0,1993.0,175568300.000,175570293.000,5
2024-07-25,21,1,372.0,372.0,175643627.000,175643999.000,5
2024-07-25,22,1,3699.0,3699.0,175643900.000,175647599.000,5
2024-07-25,23,1,3456.0,3456.0,175647500.000,175650956.000,5
2024-07-27,04,1,1883.0,1883.0,175753716.000,175755599.000,3
2024-07-27,05,1,3699.0,3699.0,175755500.000,175759199.000,3
2024-07-27,06,1,1562.0,1562.0,175759100.000,175760662.000,3
2024-07-29,11,1,2516.0,2516.0,175950178.000,175952694.000,2
2024-07-29,12,1,3087.0,3087.0,175953847.000,175956934.000,2
2024-08-06,12,1,359.0,359.0,176648040.000,176648399.000,3
2024-08-06,13,1,1270.0,1270.0,176648300.000,176649570.000,3
2024-08-06,19,1,1418.0,1418.0,176671502.000,176672920.000,3
2024-08-07,01,1,759.0,759.0,176694440.000,176695199.000,10
2024-08-07,02,1,720.0,720.0,176695100.000,176695820.000,10
2024-09-03,16,1,808.0,808.0,179079797.000,179080605.000,3
2024-09-03,22,1,1844.0,1844.0,179101755.000,179103599.000,3
2024-09-03,23,1,518.0,518.0,179103500.000,179104018.000,3
2024-09-04,04,1,717.0,717.0,179124482.000,179125199.000,7
2024-09-04,05,1,1855.0,1855.0,179125100.000,179126955.000,7
2024-09-04,09,1,707.0,707.0,179142492.000,179143199.000,7
2024-09-04,10,1,1336.0,1336.0,179143100.000,179144436.000,7
2024-09-04,16,1,1975.0,1975.0,179165184.000,179167159.000,7
2024-09-04,22,1,1596.0,1596.0,179188403.000,179189999.000,7
2024-09-04,23,1,697.0,697.0,179189900.000,179190597.000,7
2024-09-05,03,1,2101.0,2101.0,179205749.000,179207850.000,5
2024-09-05,08,1,2328.0,2328.0,179222795.000,179225123.000,5
2024-09-05,13,1,2106.0,2106.0,179240459.000,179242565.000,5
2024-09-05,19,1,2245.0,2245.0,179263354.000,179265599.000,5
2024-09-05,20,1,131.0,131.0,179265500.000,179265631.000,5
2024-09-06,01,1,1097.0,1097.0,179286102.000,179287199.000,8
2024-09-06,02,1,1612.0,1612.0,179287100.000,179288712.000,8
2024-09-06,06,1,576.0,576.0,179304623.000,179305199.000,8
2024-09-06,07,1,1346.0,1346.0,179305100.000,179306446.000,8
2024-09-06,11,1,2000.0,2000.0,179321199.000,179323199.000,8
2024-09-06,12,1,356.0,356.0,179323100.000,179323456.000,8
2024-09-06,17,1,554.0,554.0,179344245.000,179344799.000,8
2024-09-06,18,1,1645.0,1645.0,179344700.000,179346345.000,8
2024-09-07,00,1,2603.0,2603.0,179367032.000,179369635.000,6
2024-09-07,05,1,1927.0,1927.0,179385202.000,179387129.000,6
2024-09-07,10,1,1769.0,1769.0,179402929.000,179404698.000,6
2024-09-07,16,1,2170.0,2170.0,179424882.000,179427052.000,6
2024-09-07,22,1,1031.0,1031.0,179448168.000,179449199.000,6
2024-09-07,23,1,1419.0,1419.0,179449100.000,179450519.000,6
2024-09-08,03,1,1762.0,1762.0,179465437.000,179467199.000,7
2024-09-08,04,1,639.0,639.0,179467100.000,179467739.000,7
2024-09-08,08,1,2204.0,2204.0,179482960.000,179485164.000,7
2024-09-08,09,1,64.0,64.0,179485100.000,179485164.000,7
2024-09-08,14,1,1271.0,1271.0,179505528.000,179506799.000,7
2024-09-08,15,1,1131.0,1131.0,179506700.000,179507831.000,7
2024-09-08,21,1,2464.0,2464.0,179528815.000,179531279.000,7
2024-09-09,02,1,2059.0,2059.0,179546762.000,179548821.000,6
2024-09-09,06,1,215.0,215.0,179564184.000,179564399.000,6
2024-09-09,07,1,1872.0,1872.0,179564300.000,179566172.000,6
2024-09-09,13,1,2420.0,2420.0,179586542.000,179588962.000,6
2024-09-09,19,1,973.0,973.0,179610226.000,179611199.000,6
2024-09-09,20,1,1032.0,1032.0,179611100.000,179612132.000,6
2024-09-10,00,1,1618.0,1618.0,179627581.000,179629199.000,7
2024-09-10,01,1,454.0,454.0,179629100.000,179629554.000,7
2024-09-10,05,1,1750.0,1750.0,179645271.000,179647021.000,7
2024-09-10,11,1,1221.0,1221.0,179667578.000,179668799.000,7
2024-09-10,12,1,1149.0,1149.0,179668700.000,179669849.000,7
2024-09-10,18,1,1653.0,1653.0,179691155.000,179692808.000,7
2024-09-10,23,1,1749.0,1749.0,179708600.000,179710349.000,7
2024-09-11,03,1,902.0,902.0,179725497.000,179726399.000,8
2024-09-11,04,1,1316.0,1316.0,179726300.000,179727616.000,8
2024-09-11,08,1,1140.0,1140.0,179743259.000,179744399.000,8
2024-09-11,09,1,858.0,858.0,179744300.000,179745158.000,8
2024-09-11,14,1,243.0,243.0,179765756.000,179765999.000,8
2024-09-11,15,1,2111.0,2111.0,179765900.000,179768011.000,8
2024-09-11,21,1,2280.0,2280.0,179788876.000,179791156.000,8
2024-09-11,22,1,56.0,56.0,179791100.000,179791156.000,8
2024-09-12,02,1,1766.0,1766.0,179806947.000,179808713.000,9
2024-09-12,07,1,1987.0,1987.0,179823865.000,179825852.000,9
2024-12-31,22,1,356.0,356.0,189384843.000,189385199.000,8
2024-12-31,23,1,412.0,412.0,189385100.000,189385512.000,8
