id,name,trig_utc,src_start,src_stop,met_start,met_stop,win_s,saturation,sat_boxes,n_fifo_reset,dead_time_s,n_events_lost,peak_rate_evt_s,max_fifo_backlog,judged_on,note
781,HEB260210477,2026-02-10T11:27:37.300,-1.5,25.0,445346858.800000,445346885.300000,26.500,clean,,0,0.000000,0,11753,0,1B,
782,HEB260217387,2026-02-17T09:18:12.010,0.0,10.0,445943895.010000,445943905.010000,10.000,clean,,0,0.000000,0,23231,36,1B,
783,HEB260221682,2026-02-21T16:22:52.240,-1.0,1.5,446314974.240000,446314976.740000,2.500,clean,,0,0.000000,0,4223,0,1B,
784,HEB260223174,2026-02-23T04:11:28.000,-22.0,13.0,446443869.000000,446443904.000000,35.000,saturated,AB,3,0.050340,1446,45802,135,1B,
785,HEB260225634,2026-02-25T15:14:07.480,-4.0,22.0,446656446.480000,446656472.480000,26.000,clean,,0,0.000000,0,18871,19,1B,
786,HEB260226443,2026-02-26T10:37:55.960,4.0,54.0,446726282.960000,446726332.960000,50.000,saturated,ABC,226,4.952010,110650,47039,198,1B,
787,HEB260305112,2026-03-05T02:41:38.185,0.0,45.0,447302501.185000,447302546.185000,45.000,saturated,A,1,0.015532,147,13982,0,1B,
788,HEB260308837,2026-03-08T20:05:53.100,-1.0,0.5,447624355.100000,447624356.600000,1.500,clean,,0,0.000000,0,8391,0,1B,
789,HEB260310903,2026-03-10T21:41:23.000,0.0,25.0,447802886.000000,447802911.000000,25.000,clean,,0,0.000000,0,26821,46,1B,
790,HEB260311790,2026-03-11T18:57:55.420,-2.0,5.0,447879476.420000,447879483.420000,7.000,clean,,0,0.000000,0,7340,0,1B,
791,HEB260312407,2026-03-12T09:46:46.055,-1.0,11.0,447932808.055000,447932820.055000,12.000,clean,,0,0.000000,0,5620,0,1B,
792,HEB260320819,2026-03-20T19:40:04.700,-1.5,5.0,448659606.200000,448659612.700000,6.500,clean,,0,0.000000,0,13996,0,1B,
793,HEB260326054,2026-03-26T01:18:28.505,-2.0,19.0,449111909.505000,449111930.505000,21.000,clean,,0,0.000000,0,45493,131,1B,
794,HEB260327102,2026-03-27T02:27:32.750,-0.5,93.0,449202455.250000,449202548.750000,93.500,clean,,0,0.000000,0,32210,133,1B,
795,HEB260402550,2026-04-02T13:13:00.000,-4.0,22.0,449759579.000000,449759605.000000,26.000,clean,,0,0.000000,0,28035,48,1B,
796,HEB260403105,2026-04-03T02:31:27.000,0.0,19.0,449807490.000000,449807509.000000,19.000,clean,,0,0.000000,0,13649,0,1B,
797,HEB260407382,2026-04-07T09:11:07.000,-2.0,22.0,450177068.000000,450177092.000000,24.000,clean,,0,0.000000,0,38929,104,1B,
798,HEB260409731,2026-04-09T17:32:45.670,-5.0,55.0,450379963.670000,450380023.670000,60.000,clean,,0,0.000000,0,6251,0,1B,
799,HEB260410294,2026-04-10T07:03:56.995,-0.05,0.25,450428639.945000,450428640.245000,0.300,clean,,0,0.000000,0,7691,0,1B,
800,HEB260410515,2026-04-10T12:22:26.925,-0.05,0.2,450447749.875000,450447750.125000,0.250,clean,,0,0.000000,0,10975,0,1B,
801,HEB260412259,2026-04-12T06:13:46.170,-4.0,40.0,450598425.170000,450598469.170000,44.000,saturated,C,1,0.015402,184,16540,6,1B,
802,HEB260414272,2026-04-14T06:32:07.400,-23.0,24.0,450772307.400000,450772354.400000,47.000,clean,,0,0.000000,0,47350,94,1B,
803,HEB260415197,2026-04-15T04:43:59.000,-3.0,48.0,450852239.000000,450852290.000000,51.000,saturated,B,2,0.039184,1600,47723,167,1B,
804,HEB260418201,2026-04-18T04:49:35.205,-0.3,0.0,451111777.905000,451111778.205000,0.300,clean,,0,0.000000,0,3734,0,1B,
805,HEB260421092,2026-04-21T02:12:44.325,-0.2,1.5,451361567.125000,451361568.825000,1.700,clean,,0,0.000000,0,3833,0,1B,
806,HEB260421175,2026-04-21T04:13:21.000,-0.5,20.0,451368803.500000,451368824.000000,20.500,clean,,0,0.000000,0,12760,0,1B,
807,HEB260424984,2026-04-24T23:37:25.500,-0.4,0.1,451697848.100000,451697848.600000,0.500,clean,,0,0.000000,0,7481,0,1B,
808,HEB260429613,2026-04-29T14:42:59.270,0.0,17.0,452097782.270000,452097799.270000,17.000,clean,,0,0.000000,0,4764,0,1B,
809,HEB260430669,2026-04-30T16:04:22.185,0.0,54.0,452189065.185000,452189119.185000,54.000,saturated,A,1,0.015528,269,17148,10,1B,
810,HEB260507852,2026-05-07T20:28:00.000,-5.0,28.0,452809678.000000,452809711.000000,33.000,saturated,C,1,0.015608,386,36577,145,1B,
811,HEB260510115,2026-05-10T02:46:35.000,-20.0,10.0,453005178.000000,453005208.000000,30.000,clean,,0,0.000000,0,3682,0,1B,
812,HEB260511458,2026-05-11T11:00:31.700,-2.0,42.0,453121232.700000,453121276.700000,44.000,clean,,0,0.000000,0,32078,112,1B,
813,HEB260519573,2026-05-19T13:45:37.000,-1.0,15.0,453822339.000000,453822355.000000,16.000,clean,,0,0.000000,0,5621,0,1B,
814,HEB260522093,2026-05-22T02:15:08.780,-1.0,1.0,454040110.780000,454040112.780000,2.000,clean,,0,0.000000,0,21059,30,1B,
815,HEB260522399,2026-05-22T09:35:00.130,-5.0,92.0,454066498.130000,454066595.130000,97.000,saturated,AB,2,0.030900,860,39237,208,1B,
816,HEB260523809,2026-05-23T19:26:02.800,-0.5,1.0,454188365.300000,454188366.800000,1.500,clean,,0,0.000000,0,6480,0,1B,
817,HEB260525981,2026-05-25T23:33:42.590,-0.5,3.0,454376025.090000,454376028.590000,3.500,clean,,0,0.000000,0,41225,131,1K,"1B archive does not cover this window; judged on 1K (no non-Poisson hole, FIFO backlog 131/455 events)"
818,HEB260526961,2026-05-26T23:04:00.000,-1.0,7.0,454460642.000000,454460650.000000,8.000,clean,,0,0.000000,0,6511,0,1B,
819,HEB260527261,2026-05-27T06:16:10.050,-0.4,0.15,454486572.650000,454486573.200000,0.550,clean,,0,0.000000,0,10109,0,1B,
820,HEB260530257,2026-05-30T06:10:52.750,-4.0,5.0,454745451.750000,454745460.750000,9.000,clean,,0,0.000000,0,18338,16,1B,
821,HEB260601800,2026-06-01T19:12:48.050,-2.0,77.0,454965169.050000,454965248.050000,79.000,clean,,0,0.000000,0,33191,58,1B,
822,HEB260603849,2026-06-03T20:22:40.300,-1.5,7.0,455142161.800000,455142170.300000,8.500,clean,,0,0.000000,0,5598,0,1B,
823,HEB260604365,2026-06-04T08:45:55.355,-1.0,13.0,455186757.355000,455186771.355000,14.000,clean,,0,0.000000,0,9644,0,1B,
824,HEB260605044,2026-06-05T01:04:27.850,-6.0,13.0,455245464.850000,455245483.850000,19.000,clean,,0,0.000000,0,14018,33,1K,"1B archive does not cover this window; judged on 1K (no non-Poisson hole, FIFO backlog 33/455 events)"
825,HEB260607555,2026-06-07T13:19:30.100,-1.0,55.0,455462372.100000,455462428.100000,56.000,clean,,0,0.000000,0,31815,86,1B,
826,HEB260608528,2026-06-08T12:41:28.680,0.0,20.0,455546491.680000,455546511.680000,20.000,clean,,0,0.000000,0,11578,0,1B,
827,HEB260608996,2026-06-08T23:54:23.000,-4.0,1.0,455586862.000000,455586867.000000,5.000,clean,,0,0.000000,0,39810,116,1K,"1B archive does not cover this window; judged on 1K (no non-Poisson hole, FIFO backlog 116/455 events)"
828,HEB260610192,2026-06-10T04:37:09.000,-0.3,0.6,455690231.700000,455690232.600000,0.900,clean,,0,0.000000,0,3519,0,1B,
829,HEB260611897,2026-06-11T21:32:33.620,-1.0,26.0,455837555.620000,455837582.620000,27.000,saturated,B,1,0.015382,103,15729,1,1B,
830,HEB260616140,2026-06-16T03:21:54.330,-40.0,75.0,456204077.330000,456204192.330000,115.000,saturated,C,1,0.015268,328,28745,50,1B,
831,HEB260616295,2026-06-16T07:05:16.390,-0.5,14.0,456217518.890000,456217533.390000,14.500,clean,,0,0.000000,0,24977,41,1B,
