group,latitude,longitude
sig,-11.9964,32.2036
sig,0.0778,19.8518
sig,-9.3693,27.5122
sig,-8.0254,32.0453
sig,-4.9204,115.4339
sig,-16.9426,19.7414
sig,3.3033,135.5114
sig,-17.5728,160.5585
sig,-24.3801,132.2952
sig,-10.5558,163.4915
sig,0.8169,129.3361
sig,-19.2243,147.9825
sig,-0.0704,101.3452
sig,-19.1813,120.2339
sig,4.2535,100.5808
sig,-1.8692,11.7009
sig,-1.9283,107.5369
sig,-11.0341,19.7296
sig,-18.2519,224.2399
sig,4.6728,357.9967
sig,-15.0343,17.6712
sig,-18.5277,21.6006
sig,-0.8533,287.5946
sig,-6.3869,171.9449
sig,-7.3977,102.1791
sig,-7.5163,139.4607
sig,-8.1003,140.0439
sig,-12.2914,45.6507
sig,-11.2474,212.7423
sig,-0.2602,343.9923
sig,-12.9994,114.4098
sig,-0.1690,127.2019
sig,-0.2370,78.7215
sig,-4.1668,105.7060
sig,-7.9460,36.8090
sig,-16.8854,46.2278
sig,-8.9044,42.8889
sig,15.1808,330.0944
sig,0.3742,98.1803
sig,-12.1353,34.8594
sig,-4.0492,114.0990
sig,0.3786,21.5660
sig,-18.1120,135.1278
sig,-16.3851,195.1249
sig,-20.8830,17.3910
sig,2.9895,93.6196
sig,4.9469,358.7007
sig,-15.7471,129.3599
sig,-9.7843,53.7986
sig,-9.6026,189.3114
sig,-11.4873,191.2446
sig,3.8375,351.4384
sig,-18.4215,110.9306
sig,-17.5476,194.7311
sig,9.0617,119.4684
sig,-14.1952,21.5809
sig,-1.3038,20.5511
sig,-19.0632,43.4358
sig,6.1325,356.4880
sig,-5.2597,42.5251
sig,-10.5331,49.7092
sig,3.7249,39.5048
sig,-2.3699,9.3963
sig,1.1772,9.0328
sig,-23.9309,194.6589
sig,-18.9134,197.9135
sig,-18.1646,198.7853
sig,-4.5643,19.3988
sig,-19.7313,139.6134
sig,-0.3005,349.3880
sig,-5.0755,170.3216
sig,-9.9843,20.2319
sig,-5.2352,21.9914
sig,12.8716,85.3196
sig,8.1642,84.2071
sig,-12.2928,126.9426
sig,-11.8274,30.6369
sig,14.5910,271.8418
sig,-13.7294,122.4589
sig,-0.9096,14.3280
sig,-10.4262,117.8004
sig,-10.9055,118.2924
sig,5.3708,78.0970
sig,5.0201,78.4412
sig,-0.3221,11.0408
sig,-0.5791,11.2896
sig,-14.5402,18.8820
sig,-12.7026,44.6185
sig,-14.8678,46.9342
sig,-14.7771,36.9270
sig,7.0223,282.4659
sig,13.3704,103.6783
sig,7.5297,98.7531
sig,1.5218,356.0815
sig,-17.0558,41.0395
sig,4.1787,4.5332
sig,9.0442,287.1378
sig,2.9032,358.3660
sig,-0.7211,351.9673
sig,10.2330,77.9421
sig,5.3145,67.5365
sig,0.3995,6.4577
sig,-9.5063,16.1849
sig,18.6676,341.8967
sig,-5.6581,27.9725
sig,5.5362,304.5161
sig,1.5739,114.8592
sig,-1.9206,21.4801
sig,-3.5511,23.0641
sig,1.3762,281.5343
sig,10.9949,101.5853
sig,10.9950,101.5854
sig,-5.7373,60.9369
sig,14.0723,99.4381
sig,-16.3719,105.9606
sig,-0.4589,111.1420
sig,6.0023,284.3878
sig,-8.9322,197.2044
sig,-11.6470,25.4774
sig,22.1496,274.9927
sig,-8.1993,122.5413
sig,-4.1745,126.5169
sig,6.4103,348.8513
sig,6.4399,71.7223
sig,-8.4360,186.3746
sig,2.5022,18.7168
sig,11.4233,103.5536
sig,13.8431,106.0999
sig,-6.4889,107.2908
sig,-0.8768,109.9521
sig,10.7586,268.1268
sig,-4.4473,100.8648
sig,0.3674,105.5374
sig,7.1172,266.1761
sig,3.8797,269.3623
sig,16.7552,216.1598
sig,-5.3776,215.2727
sig,7.6184,107.0175
sig,2.6814,53.7959
sig,9.1717,293.6700
sig,6.5309,83.4200
sig,2.7506,281.7471
sig,12.6603,267.4896
sig,6.9110,258.8460
sig,6.1345,268.9198
sig,-9.5452,163.3599
sig,-3.8153,109.3007
sig,-5.5702,122.9763
sig,-1.6616,30.0421
sig,2.9878,3.1597
sig,7.3212,262.1611
sig,20.3792,175.4703
sig,10.9288,61.0624
sig,0.0510,23.3488
sig,-6.1064,111.3144
sig,8.3413,35.1041
sig,7.4636,121.7723
sig,8.0256,274.4993
sig,7.7750,271.9685
sig,4.2700,19.1060
sig,-9.5234,168.0156
sig,-4.3778,114.5309
sig,20.3737,81.8200
sig,-0.1661,12.0238
sig,15.8675,257.9571
sig,-6.8273,145.0853
sig,7.6356,126.7175
sig,18.9301,114.6143
sig,-2.7135,19.8834
sig,-1.6620,20.9039
sig,0.9818,23.4644
sig,-23.8709,167.7256
sig,13.9290,275.5391
sig,0.1894,20.9010
sig,13.0694,271.3204
sig,13.9307,267.6417
sig,12.3191,3.3201
sig,11.6246,337.1045
sig,6.1461,17.4527
sig,8.9647,17.5053
sig,12.2727,281.4095
sig,4.1359,118.6935
sig,1.3283,119.8888
sig,14.4437,78.5314
sig,20.6837,92.8328
sig,24.6809,164.1087
sig,17.1334,82.2243
sig,0.0262,111.6996
sig,-12.6843,194.4516
sig,22.3605,278.7190
sig,4.2042,298.3681
sig,3.0859,105.9967
sig,2.6674,297.1263
sig,0.3877,299.3347
sig,6.0370,16.7681
sig,1.4975,295.5246
sig,11.7110,116.4916
sig,16.2365,121.3536
sig,8.2801,119.5932
sig,-3.2472,130.8440
sig,16.7128,126.6935
sig,-11.7757,178.9689
sig,-7.0145,145.0718
sig,16.4237,73.1945
sig,-6.8913,105.9172
sig,-2.3306,16.8495
sig,24.7699,78.9502
sig,25.0023,75.9059
sig,-3.8663,170.5282
sig,25.8630,265.4287
sig,8.8919,301.1948
sig,13.1610,278.0361
sig,1.3781,289.8305
sig,13.9004,274.5295
sig,-0.2913,20.7532
sig,3.3450,16.4913
sig,13.9654,123.9425
sig,4.1491,252.0950
sig,6.9734,282.9825
sig,7.8357,283.8412
sig,22.0363,106.0691
sig,11.6312,284.8282
sig,9.7919,280.4006
sig,18.1160,265.1807
sig,17.0750,116.2137
sig,19.5086,261.4098
sig,12.6462,132.8723
sig,4.5019,25.2463
sig,9.7750,293.7715
sig,10.1354,197.4185
sig,-7.0170,156.4137
sig,24.5763,280.3511
sig,14.4610,269.1084
sig,7.3805,283.2930
sig,10.9162,93.4375
sig,17.5597,264.4828
sig,18.0564,105.7704
sig,9.9629,253.6519
sig,25.6972,272.0586
sig,18.2735,264.0287
sig,5.1667,23.2227
sig,11.2171,279.8263
sig,5.8667,246.9757
sig,10.7423,251.8700
sig,11.2033,277.1686
sig,5.5124,282.8896
sig,9.2789,32.7815
sig,23.9835,119.3942
sig,1.9685,286.1943
sig,18.3596,254.8050
sig,25.0576,118.1911
sig,19.0109,260.6083
sig,9.5435,270.8654
sig,9.1994,271.2139
sig,12.1685,266.8638
sig,7.8168,294.1168
sig,9.7226,286.8785
sig,1.1800,292.6450
sig,10.2374,278.4137
sig,20.6667,289.9514
sig,18.1980,175.7376
sig,16.7096,295.6673
sig,7.5062,281.1489
sig,7.2390,281.4148
sig,4.6289,283.9873
sig,10.9970,10.5970
sig,13.6136,272.2287
sig,12.8159,273.0743
sig,3.6371,282.3081
sig,13.9096,269.2684
sig,-11.8786,174.0879
sig,13.5799,266.9792
sig,23.6724,113.9495
sig,-4.0651,139.4362
sig,21.4418,279.5122
sig,0.1826,33.3318
sig,19.1157,156.1790
sig,11.2268,274.5378
sig,11.6167,250.7645
sig,9.6491,276.8078
sig,-8.9291,174.1745
sig,13.4102,274.1972
sig,-7.4385,25.0079
sig,16.6759,154.2631
sig,4.7267,300.6325
sig,16.6156,256.3133
sig,23.2338,127.4631
sig,18.4887,84.9538
sig,19.7463,80.8556
sig,10.9639,110.8578
sig,19.2979,102.9523
sig,8.4295,114.6694
sig,4.4654,26.6035
sig,5.6783,278.7926
sig,25.1293,136.0242
sig,11.9453,294.0345
sig,6.5207,299.5289
sig,6.5936,294.2523
sig,2.1448,296.0062
sig,-6.5599,99.5412
sig,7.5208,279.9021
sig,4.9432,27.3699
sig,10.8296,260.6172
sig,21.8082,294.0202
sig,12.5299,16.5240
sig,18.6362,295.2725
sig,12.1611,278.2272
sig,8.1686,291.7978
sig,12.3329,271.8842
sig,15.6277,272.8497
sig,16.0412,101.5533
sig,5.0949,281.0613
sig,12.5091,285.9935
sig,16.7708,266.4434
sig,16.5533,121.1830
sig,2.8568,292.8522
sig,25.6909,122.3937
sig,19.7466,281.3373
sig,1.9809,117.7383
sig,3.0947,285.4647
sig,19.7052,278.7504
sig,22.2601,281.9000
sig,8.4011,272.9686
sig,3.5022,277.8063
sig,11.2005,121.8245
sig,14.2550,261.8201
sig,19.2365,79.7792
sig,3.3295,79.5413
sig,21.2807,248.8975
sig,23.1087,127.8568
sig,15.4302,285.3782
sig,16.6270,262.5345
sig,13.0824,279.6411
sig,3.5782,294.9213
sig,7.9418,345.0317
sig,19.5340,98.1922
sig,11.6993,273.8276
sig,9.2544,5.4765
sig,21.3111,282.1294
sig,-12.9112,150.1809
sig,5.7779,284.4752
sig,22.6037,278.7323
sig,19.8751,256.8873
sig,9.8449,71.0360
sig,22.3990,275.9597
sig,2.5520,30.8983
sig,19.7911,251.9754
sig,12.4809,42.0807
sig,8.3829,13.7131
sig,21.2568,266.8708
sig,16.2169,113.6275
sig,5.3188,293.1892
sig,16.3040,270.1937
sig,23.4966,164.8586
sig,-0.3560,285.1833
sig,15.1528,268.9834
sig,19.6659,88.4649
sig,17.6084,252.7354
sig,6.0092,119.7500
sig,7.0055,120.7360
sig,15.7330,265.8732
sig,21.1448,257.1051
sig,19.9986,137.6831
sig,9.7908,166.9286
sig,0.6077,155.4455
sig,-6.2378,170.4578
sig,-4.6084,27.0811
sig,0.5378,27.3566
sig,1.3695,289.9062
sig,-8.4899,106.2471
sig,3.2848,140.6370
sig,16.0825,62.2641
sig,13.7571,103.4694
sig,13.7569,103.4695
sig,7.9473,300.3212
sig,3.5595,304.6429
sig,4.3994,279.6626
sig,2.3213,21.6087
sig,-4.2737,22.2976
sig,5.7378,300.0856
sig,-7.9905,144.3531
sig,-4.5059,20.1012
sig,12.4108,266.7506
sig,-5.1631,139.1342
sig,-0.2485,107.7769
sig,-0.8522,108.3611
sig,-1.2111,108.7086
sig,-2.1403,109.6089
sig,14.7847,121.1858
sig,8.2340,121.2236
sig,-10.9919,141.3344
sig,19.1082,131.2831
sig,-4.9575,131.6886
sig,-2.4595,30.1987
sig,-2.7382,96.4027
sig,7.7390,106.6320
sig,15.7355,106.1471
sig,13.5456,84.3581
sig,-4.2875,102.0568
sig,-4.9789,102.7332
sig,2.4876,358.8423
sig,-14.2611,130.6566
sig,15.9965,296.7350
sig,15.9962,296.7354
sig,15.1763,297.6378
sig,11.6834,301.3559
sig,18.7752,269.4124
sig,5.3851,292.7656
sig,2.3843,139.1017
sig,22.5086,284.1995
sig,18.6858,111.1142
sig,12.3599,79.9758
sig,4.4913,287.0849
sig,20.9872,283.7169
sig,17.1835,288.2062
sig,11.0423,294.8218
sig,9.9220,271.8112
sig,10.1402,290.3225
sig,15.7247,296.2353
sig,22.4300,304.1712
sig,-12.2847,147.3212
sig,-17.1504,175.8833
sig,-3.4339,113.4059
sig,5.0140,14.6827
sig,16.1208,289.5156
sig,14.4406,160.9064
sig,-0.4359,30.8768
sig,4.0227,105.5947
sig,-7.5166,21.8669
sig,-6.6530,20.3552
sig,1.2195,285.5408
sig,-3.1909,282.3922
sig,-3.3045,16.5537
sig,2.0212,285.0859
sig,12.4801,271.3805
sig,-13.3589,192.6212
sig,-5.4915,149.9642
sig,-11.8873,20.3998
sig,-6.9617,119.6830
sig,16.9033,277.1978
sig,12.2773,282.2165
sig,0.1655,293.3895
sig,-7.7723,140.6998
sig,-7.7721,140.7000
sig,13.3115,304.1827
sig,18.0700,188.6582
sig,-4.7298,141.3746
sig,8.7664,252.3367
sig,6.4613,287.9110
sig,1.1892,205.6857
sig,-6.5854,29.0448
sig,-10.0540,23.2659
sig,-0.5206,153.2685
sig,12.7880,282.6451
sig,-2.2552,176.8101
sig,-8.1612,141.3652
sig,5.2751,22.2859
sig,-20.0890,29.5408
sig,-0.4893,25.8393
sig,-13.7065,131.0867
sig,-16.9819,185.0885
sig,-6.4900,125.8045
sig,1.2377,119.5716
sig,-16.9117,195.4812
sig,-6.7862,181.9362
sig,13.4858,105.4315
sig,15.2233,290.5284
sig,3.8414,278.0024
sig,-14.8001,26.5015
sig,9.4823,103.3518
sig,-12.0432,27.1768
sig,-6.8538,114.8521
sig,4.4218,79.7162
sig,3.7241,80.3974
sig,2.1158,119.0506
sig,22.7625,265.0243
sig,19.7213,267.4311
sig,7.2117,280.8679
sig,-2.6613,20.8366
sig,-18.0988,132.9883
sig,-15.3696,146.0983
sig,-13.9204,49.2467
sig,-14.5591,25.7877
sig,-24.3653,31.9607
sig,-6.6462,144.0344
sig,4.1511,290.2788
sig,4.8826,23.9414
sig,10.3913,279.6565
sig,1.2519,358.9269
sig,2.3017,121.9852
sig,-7.8960,126.3978
sig,4.3835,17.8300
sig,-5.9745,133.6751
sig,-4.6167,110.8634
sig,-16.1259,124.0622
sig,-0.7849,9.2395
sig,9.9565,283.2263
sig,-11.1286,115.3518
sig,-20.8808,123.0655
sig,-15.0105,13.1900
sig,2.5523,95.9850
sig,-0.8068,283.7137
sig,-3.0439,18.6611
sig,-5.3775,130.0656
sig,-2.4892,106.5796
sig,3.9029,106.3142
sig,-14.6864,127.4873
sig,-9.5354,154.8865
sig,-19.3625,47.6440
sig,-16.3217,145.5785
sig,-16.3209,145.5794
sig,-15.6913,146.2771
sig,-4.0576,37.4890
sig,-0.9987,16.3178
sig,-17.9316,69.2142
sig,-1.0794,14.1214
sig,-20.4646,184.8049
sig,-22.4654,37.4664
sig,-19.0789,17.4799
sig,-17.3208,19.5129
sig,-13.2050,24.0214
sig,-7.2392,30.1255
sig,9.1693,288.4535
sig,7.8518,289.7783
sig,-13.9776,131.2826
sig,23.7183,50.0952
sig,-13.1421,82.8135
sig,-12.1575,126.9411
sig,-18.6451,23.2461
sig,-18.2109,23.7507
sig,-15.5984,26.6970
sig,-13.8044,28.6433
sig,0.4817,18.7852
sig,-11.6222,221.9648
sig,13.8347,174.9140
sig,11.4194,245.2396
sig,0.8157,14.3673
sig,-5.0058,138.6408
sig,10.1136,264.4808
sig,19.8665,125.1367
sig,2.4555,0.3274
sig,11.6076,349.1455
sig,-2.6327,3.1977
sig,-14.2970,53.6064
sig,-7.7860,120.7507
sig,-3.4649,138.5937
sig,-22.4975,38.4656
sig,-6.6500,139.6824
sig,-18.1168,53.2157
sig,24.3259,204.7731
sig,24.3264,204.7738
sig,24.3273,204.7750
sig,24.3286,204.7768
sig,-4.9707,13.2903
sig,-18.8377,132.8122
sig,6.7060,156.7832
sig,-3.9615,80.6622
sig,-7.2838,11.5275
sig,-14.1370,37.4845
sig,-19.8446,53.1328
sig,4.6074,283.5040
sig,-18.9471,184.8520
sig,-4.4048,141.4219
sig,-19.7590,131.5320
sig,-25.1076,227.3555
sig,6.9926,126.3212
sig,-23.1627,61.3809
sig,-1.8682,7.6292
sig,2.4662,345.7043
sig,-15.0715,142.3471
sig,-19.1892,26.3485
sig,-13.9910,42.6590
sig,-18.1797,129.5856
sig,-0.6542,292.7528
sig,4.6656,118.6596
sig,-2.4469,4.9013
sig,-15.5652,18.2551
sig,-15.8031,18.5173
sig,6.2969,5.6442
sig,-13.2799,32.5341
sig,-2.1989,358.7292
sig,-3.5894,132.9274
sig,-3.5893,132.9275
sig,-22.4496,128.8489
sig,-19.0898,132.9705
sig,-20.1624,177.9939
sig,-7.5428,141.4225
sig,-7.5427,141.4226
sig,-9.7055,205.6685
sig,-18.9532,215.6985
sig,-5.3806,32.4367
sig,-3.1806,286.5924
sig,-22.6198,24.3119
sig,-20.9465,44.7289
sig,-20.2912,115.9823
sig,-16.1813,223.0535
sig,-19.4346,38.8367
sig,-5.3222,39.0500
sig,2.8989,128.4126
sig,-18.7546,192.2312
sig,-1.8147,290.8251
sig,-0.4646,292.1327
sig,3.5616,296.0365
sig,-6.3152,10.1420
sig,3.2139,30.2981
sig,-8.3124,137.7702
sig,-23.4477,168.1893
sig,-17.1883,206.9215
sig,-0.8817,15.6653
sig,-21.1247,228.1309
sig,-21.4183,228.4955
sig,1.3297,11.6397
sig,3.6866,296.9772
sig,0.8829,10.1914
sig,0.8620,10.2116
sig,-9.2118,47.4650
sig,-13.9719,209.5079
sig,-7.7999,39.0431
sig,3.3084,358.4609
sig,-8.7892,104.9210
sig,-24.9002,237.1285
sig,-9.2658,103.5369
sig,-11.0828,33.0170
sig,-9.9261,148.7341
sig,-12.5462,30.8202
sig,-7.9067,106.1796
sig,-15.7201,49.7646
sig,-12.9717,52.7327
sig,1.2070,135.9401
sig,-0.9100,280.0458
sig,-23.2961,231.8263
sig,-18.3959,237.8626
sig,-7.0865,105.1376
sig,-7.3563,32.4962
sig,-7.7086,118.6662
sig,-3.2460,90.1523
sig,-2.1262,108.1433
sig,-5.0603,114.1975
sig,-10.3667,23.0027
sig,-4.9299,134.4995
sig,7.2827,98.4738
sig,0.4954,344.4915
sig,-7.0549,38.2571
sig,-5.5971,12.6960
sig,-5.5475,97.4009
sig,8.3589,278.0137
sig,7.7554,275.5682
sig,-0.0679,27.7639
sig,-15.1519,132.0834
sig,4.1983,103.2028
sig,0.6236,3.2360
sig,-13.8264,39.7041
sig,-10.0664,11.6621
sig,-3.6480,114.2197
sig,6.0927,123.7011
sig,-3.2257,112.8125
sig,-0.8433,114.0869
sig,7.5372,288.5301
sig,-2.2124,18.9279
sig,-17.4375,10.4843
sig,1.1991,12.0090
sig,0.1654,300.0144
sig,1.1654,300.9831
sig,1.9409,301.7350
sig,0.1549,32.8789
sig,5.6272,253.4826
sig,-9.0803,140.8123
sig,0.6556,102.1244
sig,8.7973,251.2378
sig,-10.5926,12.8213
sig,-5.6460,124.8655
sig,-15.3325,125.2808
sig,-21.0724,234.3910
sig,-4.2443,14.2390
sig,-1.8670,16.5514
sig,3.5360,253.4724
sig,-1.0710,15.5340
sig,-6.5039,104.9213
sig,-2.8294,108.5193
sig,1.0952,351.7244
sig,15.2999,269.6175
sig,5.7591,115.0803
sig,7.9896,124.9000
sig,-1.7647,108.5269
sig,11.3814,237.7596
sig,13.0062,239.4588
sig,14.2017,240.7338
sig,-4.5616,101.4766
sig,9.1035,120.2017
sig,8.3597,72.7091
sig,-2.1750,10.6583
sig,-4.0623,26.0448
sig,-1.7220,291.8453
sig,2.1556,102.6542
sig,-1.2276,123.2034
sig,3.2804,293.1399
sig,-3.1373,21.6179
sig,0.4294,25.0750
sig,-5.2153,125.3117
sig,-23.9090,214.1825
sig,13.9007,104.5324
sig,-1.7704,96.0574
sig,3.2967,48.4353
sig,-2.6559,113.2530
sig,6.2904,359.6040
sig,1.0014,352.6842
sig,10.8549,100.6631
sig,-6.1965,139.7902
sig,-9.0538,142.6424
sig,16.9844,92.3188
sig,10.9740,98.7808
sig,5.8943,76.2557
sig,13.2150,263.1630
sig,12.7512,260.4810
sig,9.3179,95.2044
sig,3.0271,275.2752
sig,-3.1032,169.3609
sig,7.1094,116.2842
sig,-4.7406,103.7162
sig,25.7065,89.7575
sig,14.5290,276.4445
sig,15.3818,97.2460
sig,15.2620,73.2586
sig,13.2354,75.4412
sig,-0.3819,16.6680
sig,15.3117,264.3967
sig,8.2483,127.0688
sig,9.8120,285.1745
sig,4.7379,278.3810
sig,13.0379,262.6665
sig,-7.1929,16.3855
sig,22.4034,102.6951
sig,5.1313,121.4972
sig,2.7612,5.9859
sig,21.9437,265.1877
sig,11.7419,107.9701
sig,7.3288,279.5231
sig,25.3627,93.1214
sig,7.2587,286.0512
sig,15.3985,270.3949
sig,5.9734,341.2810
sig,25.1575,86.0275
sig,4.5869,278.3181
sig,14.6157,264.4430
sig,11.5338,259.4824
sig,18.6994,267.3392
sig,22.7699,268.9540
sig,0.5592,100.5431
sig,-0.3654,97.9623
sig,-7.6334,109.9213
sig,25.2452,113.1018
sig,-15.1918,245.0587
sig,4.2753,15.9906
sig,11.0495,126.6341
sig,20.9432,280.6713
sig,17.8049,263.7692
sig,0.1211,17.7040
sig,22.1633,89.7304
sig,-7.4312,105.0999
sig,10.0350,168.7945
sig,12.8330,72.9798
sig,15.1970,261.6616
sig,11.8347,118.9052
sig,9.6472,121.1555
sig,3.3219,270.4255
sig,24.3635,107.9469
sig,4.7978,12.2283
sig,8.3444,279.2937
sig,0.0230,293.5897
sig,4.1188,94.1839
sig,11.6880,108.9376
sig,20.4011,285.7649
sig,19.8737,265.3974
sig,6.9878,279.2538
sig,6.4384,27.9780
sig,16.4026,267.7535
sig,-7.4097,98.7800
sig,18.2335,264.0144
sig,22.3673,88.7129
sig,18.3733,93.4261
sig,7.3469,296.3793
sig,8.7049,23.6283
sig,21.5908,275.6611
sig,23.3723,277.9455
sig,11.7737,262.9215
sig,9.2588,120.7474
sig,14.7574,264.4470
sig,21.8275,81.0193
sig,7.9209,111.0637
sig,1.0317,24.2179
sig,5.7994,114.3785
sig,17.7939,268.9288
sig,18.3598,114.0258
sig,7.4913,13.0090
sig,3.6898,15.1251
sig,6.0324,107.6425
sig,23.6481,89.9480
sig,12.2612,266.8494
sig,18.9473,114.8202
sig,2.3065,280.4709
sig,4.5709,281.0533
sig,2.2040,277.1221
sig,2.1440,108.3093
sig,-0.2600,105.6648
sig,7.5629,280.7613
sig,23.2063,249.9981
sig,11.8028,260.8510
sig,2.7881,128.1778
sig,25.3761,153.2659
sig,14.9129,259.4137
sig,16.7424,165.0103
sig,1.8703,288.3914
sig,21.9776,288.5436
sig,10.1702,278.5742
sig,14.6310,252.6538
sig,3.5598,280.3316
sig,11.5405,148.1456
sig,7.6693,256.7736
sig,25.7108,292.5998
sig,6.6362,278.2669
sig,6.7356,278.3655
sig,7.1755,278.8023
sig,19.6501,264.9250
sig,14.4842,349.7559
sig,4.8263,292.6822
sig,6.6781,280.7365
sig,3.3246,284.0284
sig,4.9570,280.8538
sig,25.6322,161.0997
sig,0.1138,17.2483
sig,13.6135,28.5752
sig,18.3467,271.7304
sig,21.7516,275.8373
sig,15.7552,267.2286
sig,16.5254,268.0847
sig,18.8040,270.6924
sig,9.7846,96.2653
sig,9.4590,259.0227
sig,20.9394,271.6856
sig,-2.9019,29.9762
sig,17.7927,263.2480
bg,23.3936,202.7064
bg,-1.8297,259.0214
bg,-21.5059,114.8060
bg,12.1472,276.7466
bg,8.7322,196.8067
bg,-10.2275,114.3551
bg,-15.3621,36.4671
bg,20.3954,288.4296
bg,-25.4685,50.2483
bg,-22.0959,250.6528
bg,21.1411,287.1774
bg,5.5158,299.2242
bg,19.2346,164.5563
bg,12.9300,340.4815
bg,21.3752,63.4003
bg,-15.4263,215.1676
bg,9.8385,282.8613
bg,23.7128,204.3277
bg,-25.0541,254.3940
bg,-14.6789,104.1134
bg,12.6293,202.7168
bg,9.8930,210.8394
bg,13.4045,23.3293
bg,8.2813,183.4607
bg,-7.4450,49.4476
bg,-18.9858,266.1725
bg,-11.8023,92.6321
bg,12.4281,56.2926
bg,7.9859,57.2176
bg,20.4152,232.2979
bg,24.3539,258.1785
bg,20.9688,124.3378
bg,15.2781,44.7622
bg,-8.7078,72.7463
bg,3.4700,290.1932
bg,-4.6366,236.1323
bg,-13.5424,216.0339
bg,14.1058,280.7317
bg,-18.5951,81.7298
bg,-16.1377,195.5536
bg,6.7377,25.9088
bg,3.4364,214.6851
bg,-6.4302,189.5542
bg,-0.0309,166.8415
bg,12.5698,14.2634
bg,-16.8450,7.0238
bg,13.4949,15.6306
bg,24.3498,70.3354
bg,-21.4423,262.6795
bg,-6.4051,151.7227
bg,1.8767,179.4823
bg,16.7355,313.2588
bg,-12.0308,214.2838
bg,-6.8623,131.4134
bg,8.0808,89.8189
bg,-18.2249,122.8729
bg,-3.3742,51.9739
bg,-4.3374,162.2565
bg,22.6777,187.2092
bg,-16.3313,123.0193
bg,21.5140,4.1336
bg,-16.7984,106.3558
bg,-15.8174,220.5799
bg,-16.6748,126.0717
bg,-23.6987,153.8694
bg,-8.7834,111.9969
bg,9.6853,141.9155
bg,-13.7790,239.2854
bg,6.2865,2.7143
bg,-5.3322,154.7282
bg,-23.5665,144.2436
bg,-6.0980,181.9578
bg,19.7451,194.9250
bg,22.0859,139.3897
bg,-8.8029,38.1662
bg,-6.8819,26.5327
bg,-4.5971,40.9426
bg,20.5922,277.8517
bg,-21.9333,104.5413
bg,3.0911,201.8363
bg,2.7472,153.4072
bg,18.2197,267.6199
bg,-22.5205,36.1621
bg,22.5746,276.1116
bg,11.6358,267.9123
bg,19.5869,271.8113
bg,-25.7956,33.8975
bg,23.3350,280.5292
bg,-13.9221,120.3653
bg,21.9015,37.3287
bg,-17.2678,99.0846
bg,25.1189,283.8018
bg,-10.6310,128.1185
bg,22.4246,180.6247
bg,11.7431,101.5169
bg,-4.1698,351.4799
bg,21.5983,262.0358
bg,15.6972,309.3636
bg,-15.2348,139.9786
bg,16.5071,215.3664
bg,-5.8949,355.5432
bg,25.9648,239.8805
bg,10.9652,64.6881
bg,23.9488,161.0406
bg,23.0914,335.3942
bg,24.0541,56.4285
bg,2.3328,249.8107
bg,-13.0649,243.9730
bg,-15.6144,58.5209
bg,-19.0819,160.5638
bg,11.9117,146.8997
bg,-18.8229,59.6383
bg,9.8964,243.3824
bg,14.2100,272.9795
bg,20.2159,9.5705
bg,-3.8004,102.8695
bg,-22.7484,63.7945
bg,-22.1744,257.1548
bg,24.7390,188.8726
bg,22.8121,100.3763
bg,-20.7843,208.7881
bg,-1.3778,43.0714
bg,15.3250,194.8114
bg,15.7618,51.2310
bg,4.9672,163.3567
bg,-10.5077,122.4128
bg,-18.9065,23.6356
bg,13.1602,348.5406
bg,6.4697,122.6934
bg,-20.7859,80.1891
bg,-16.9175,95.7310
bg,23.2242,46.3536
bg,20.7771,249.3758
bg,-1.3397,143.9830
bg,-1.0057,289.4427
bg,25.4681,200.2416
bg,-17.1891,44.2579
bg,14.8577,287.9431
bg,-4.5020,163.6692
bg,-1.0362,26.7692
bg,-24.7312,177.7078
bg,19.3457,62.9333
bg,6.1673,225.9931
bg,-13.4177,92.0695
bg,-9.0414,25.9637
bg,-21.2780,204.1681
bg,-23.4039,180.6052
bg,-0.7609,275.2958
bg,10.8011,236.6443
bg,-5.0537,236.9807
bg,-7.2126,336.5925
bg,14.0099,217.6753
bg,12.6715,48.2718
bg,20.2156,230.4742
bg,5.7343,224.0021
bg,-23.1681,81.8024
bg,-8.0302,164.9346
bg,-1.5866,49.3942
bg,8.0183,147.9653
bg,-10.8647,127.0011
bg,-2.6822,51.1445
bg,-15.6025,354.1627
bg,16.2359,330.9744
bg,-1.5015,40.8995
bg,-6.8207,236.8950
bg,22.1675,282.5547
bg,4.1793,253.5497
bg,-5.0362,196.6410
bg,-9.2198,244.5133
bg,6.2610,177.5038
bg,15.3442,4.8811
bg,6.0911,154.7889
bg,18.2522,152.5650
bg,-23.7817,145.0537
bg,-6.9242,32.0129
bg,0.7376,25.9740
bg,-21.6865,244.3405
bg,-23.1056,96.0814
bg,1.7888,33.0594
bg,14.4991,293.1070
bg,23.9862,168.0591
bg,-4.6012,103.5824
bg,14.4259,104.3089
bg,-15.6279,69.6374
bg,18.4425,271.6557
bg,19.9153,302.3005
bg,-16.2282,121.0774
bg,22.4547,136.3112
bg,21.6298,181.8401
bg,7.1571,87.6029
bg,20.9140,40.9128
bg,-19.5487,246.8267
bg,6.2906,295.1898
bg,-0.0850,285.5752
bg,2.5063,300.8845
bg,-18.4249,253.4471
bg,18.9500,80.8078
bg,12.7152,137.6096
bg,9.3824,313.9464
bg,-10.6562,16.9700
bg,-23.6437,268.7673
bg,5.2532,74.6015
